asset,asset_class,fast,slow,mode,is_start,split,oos_end,is_bars,oos_bars,is_sharpe,oos_sharpe,is_calmar,oos_calmar,is_max_dd,oos_max_dd,is_cagr,oos_cagr,oos_vol,bh_is_sharpe,bh_oos_sharpe,oos_beats_bh
crypto/BTC_14_19,crypto,80,144,long,2015-04-24,2017-10-22,2019-07-04,912,608,2.045435400977481,1.0882743084088558,5.442329894351779,1.0370378649580905,-0.3628300288764849,-0.6550586951653945,1.9746407127230132,0.6793206706565533,0.6960605681614415,2.333184319171764,0.9037114794046937,True
crypto/BTC_14_19,crypto,80,300,long,2015-09-27,2017-12-23,2019-07-04,818,546,2.60632805271215,-0.2316419626933955,11.39852290210333,-0.4429189416311932,-0.3628300288764849,-0.6653066117728171,4.135726393719426,-0.29467690034665134,0.6333590973310426,2.88446928867322,0.21852591665450788,False
crypto/BTC_14_19,crypto,100,200,long,2015-06-19,2017-11-13,2019-07-04,878,586,2.17807042429651,0.8297029750149838,6.392941763285606,0.6093843651065713,-0.3628300288764848,-0.663154707379135,2.319551244578602,0.40411611032366823,0.7035214005455933,2.3675878430063086,0.86062457303028,False
crypto/BTC_14_19,crypto,100,250,long,2015-08-08,2017-12-03,2019-07-04,848,566,2.5137680314839805,0.2310334251371638,9.04251884971401,-0.11177813926373044,-0.3628300288764849,-0.6792712468193385,3.2808973753578936,-0.07592767602481983,0.6960929252651011,2.706440423960835,0.4693600011211922,False
crypto/BTC_14_19,crypto,100,300,long,2015-09-27,2017-12-23,2019-07-04,818,546,2.604500359709024,-0.1306796060668305,11.357621554465194,-0.37969770795388824,-0.3628300288764849,-0.6577776478156617,4.120886156574794,-0.2497566652189067,0.6363361665277074,2.88446928867322,0.21852591665450788,False
crypto/BTC_14_19,crypto,100,400,long,2016-01-05,2018-02-01,2019-07-04,758,506,2.2500407156659143,0.21213771485150562,6.121844861949977,-0.09772536545161828,-0.5414447837150129,-0.5323529051284153,3.314640967215368,-0.052024382202905055,0.6001407349840331,2.2500407156659143,0.6465916955612043,False
crypto/BTC_14_19,crypto,116,378,long,2015-12-14,2018-01-23,2019-07-04,771,515,2.3382182043241437,0.08334943605353066,7.842638671420014,-0.25273205422268513,-0.45207633587786283,-0.503588335383689,3.54547135418959,-0.12727291448410222,0.6095439772825659,2.3382182043241437,0.47746058518867684,False
crypto/BTC_14_19,crypto,120,398,long,2016-01-03,2018-01-31,2019-07-04,759,507,2.326284906904786,0.16838927833112158,7.225234840885565,-0.15976116059905168,-0.4913486005089061,-0.4967687913250566,3.5501090274173115,-0.07936435865147916,0.6063578877972169,2.326284906904786,0.5420452993279948,False
crypto/BTC_14_19,crypto,134,750,long,2016-12-20,2018-06-21,2019-07-04,548,366,1.9637192322141983,-0.18497060778439042,4.612907454006533,-0.376346586100243,-0.6792712468193387,-0.6211169847435014,3.133415397745239,-0.2337552567770935,0.5652613531731319,1.9637192322141983,1.1493629502737537,False
crypto/BTC_14_19,crypto,150,400,long,2016-01-05,2018-02-01,2019-07-04,758,506,2.2500407156659143,0.3660738964507949,6.121844861949977,0.08138659028933264,-0.5414447837150129,-0.4898246715315739,3.314640967215368,0.03986515985554714,0.5999051092427108,2.2500407156659143,0.6465916955612043,False
crypto/BTC_14_19,crypto,150,500,long,2016-04-14,2018-03-13,2019-07-04,698,466,2.3106101691839602,-0.30796684035365623,6.121232445241573,-0.4599084580826879,-0.6485908396946568,-0.6147969387755106,3.9701752916254094,-0.2827503121462017,0.5609468549519732,2.3106101691839602,0.6466667131840013,False
crypto/BTC_14_19,crypto,150,710,long,2016-11-10,2018-06-05,2019-07-04,572,382,2.093043235361011,-0.41725099945397126,5.329973934710394,-0.5300953734879162,-0.6631547073791348,-0.6211169847435013,3.5345973050112875,-0.3292512400072947,0.5666748237030589,2.093043235361011,0.9518898764179201,False
crypto/BTC_14_19,crypto,162,678,long,2016-10-09,2018-05-23,2019-07-04,591,395,2.142619947507543,-0.29683993795111474,5.543315167554983,-0.44744867633711644,-0.6631547073791348,-0.6211169847435014,3.6760755478502447,-0.27791797267398066,0.5604445908046347,2.142619947507543,0.9533295261121942,False
crypto/BTC_14_19,crypto,174,698,long,2016-10-29,2018-05-31,2019-07-04,579,387,2.0602678196738884,-0.1766830547434199,5.102188169273517,-0.3914875749314848,-0.6631547073791348,-0.6211169847435013,3.3835401023878626,-0.24315958210598934,0.5879523091188864,2.0602678196738884,0.9676845393681008,False
crypto/BTC_14_19,crypto,200,400,long,2016-01-05,2018-02-01,2019-07-04,758,506,2.2500407156659143,-0.21438246117118262,6.121844861949977,-0.44602981261819985,-0.5414447837150129,-0.6290174561242909,3.314640967215368,-0.28056053808869424,0.6226663202583469,2.2500407156659143,0.6465916955612043,False
crypto/BTC_14_19,crypto,200,600,long,2016-07-23,2018-04-22,2019-07-04,638,426,2.1214684478638937,-0.2790287879588274,5.137199345363258,-0.4144410119561021,-0.6631547073791348,-0.6752040816326532,3.4067579286226546,-0.27983226286872737,0.5759082071693737,2.1214684478638937,0.7191917067256285,False
crypto/BTC_20_26,crypto,5,20,long,2020-01-21,2023-10-06,2026-03-28,1354,904,0.8901009356534891,0.7813787090673113,0.6435350036646725,0.6112099251514924,-0.541665898600552,-0.38496590829693184,0.3485809660409344,0.235294983996044,0.34656989257768406,0.8095476051362724,0.9535716938413779,False
crypto/BTC_20_26,crypto,5,35,long,2020-02-05,2023-10-12,2026-03-28,1345,898,1.005510823118692,1.3622867123329347,0.7584605018460439,1.9596452024588134,-0.5623028633159474,-0.2653849583216693,0.42648451190008085,0.5200603603797914,0.35274104725572153,0.7572546489856319,0.9929693440544685,True
crypto/BTC_20_26,crypto,8,21,long,2020-01-22,2023-10-07,2026-03-28,1354,903,1.093262924715366,1.2351320640525953,0.8366435373106497,1.7233006800741446,-0.5841066370970687,-0.26144418342425807,0.4886890430275195,0.4505469390964533,0.35047778754747205,0.812841934439839,0.9534447001685469,True
crypto/BTC_20_26,crypto,9,21,long,2020-01-22,2023-10-07,2026-03-28,1354,903,1.0670162270999293,1.2058350096879538,0.7623094740852195,1.579269346774008,-0.6130478085743021,-0.278608196908205,0.46733215254337257,0.43999738513710507,0.3539430983662767,0.812841934439839,0.9534447001685469,True
crypto/BTC_20_26,crypto,10,20,long,2020-01-21,2023-10-06,2026-03-28,1354,904,1.1065083781940006,1.182932821889063,0.7906015735605272,1.5402197047938722,-0.6218277804558923,-0.278608196908205,0.49161802171207847,0.4291178347951085,0.35457084815834355,0.8095476051362724,0.9535716938413779,True
